"","ara","fdr"
"OG0007815",0.998093091235274,1
"OG0007816",0.353066454081263,1
"OG0007824",0.999317293801696,1
"OG0007825",0.353066454081263,1
"OG0007827",0.999540168239346,1
"OG0007834",0.293181019584906,1
"OG0007835",0.353066454081263,1
"OG0007844",0.995945854127257,1
"OG0007852",0.998147642271548,1
"OG0007853",0.353066454081263,1
"OG0007855",0.54819360647106,1
"OG0007856",0.54819360647106,1
"OG0007857",0.997932886231946,1
"OG0007858",0.999675999174105,1
"OG0007859",0.998575369952965,1
"OG0007860",0.355043342740265,1
"OG0007861",0.517286545772377,1
"OG0007863",0.990957833090801,1
"OG0007864",0.990957833090801,1
"OG0007867",0.999317293801696,1
"OG0007868",0.478890904254273,1
"OG0007869",0.594600691011123,1
"OG0007872",0.999736630410668,1
"OG0007874",0.999755513443721,1
"OG0007876",0.999489352646435,1
"OG0007877",0.995945854127257,1
"OG0007882",0.999964130806632,1
"OG0007883",0.353066454081263,1
"OG0007884",0.998575369952965,1
"OG0007889",0.998147642271548,1
"OG0007892",0.353066454081263,1
"OG0007893",0.990957833090801,1
"OG0007894",0.999317293801696,1
"OG0007896",0.640797521820992,1
"OG0007897",0.998147642271548,1
"OG0007898",0.997932886231946,1
"OG0007899",0.999656604987508,1
"OG0007903",0.561076595481431,1
"OG0007911",0.998021310860187,1
"OG0007917",0.999068011140744,1
"OG0007918",0.999513180017099,1
"OG0007925",0.930120770743619,1
"OG0007926",0.854952956744288,1
"OG0007927",0.990957833090801,1
"OG0007934",0.999964130806632,1
"OG0007935",0.999680258895267,1
"OG0007936",0.999680258895267,1
"OG0007942",0.999656604987508,1
"OG0007944",0.998021310860187,1
"OG0007945",0.353066454081263,1
"OG0007946",0.999665977975688,1
"OG0007947",0.999656604987508,1
"OG0007948",0.999589965669748,1
"OG0007949",0.999680258895267,1
"OG0007952",0.999656604987508,1
"OG0007953",0.353066454081263,1
"OG0007956",0.999317293801696,1
"OG0007959",0.997496945609242,1
"OG0007960",0.999409974471746,1
"OG0007966",0.225030319021446,1
"OG0007969",0.561076595481431,1
"OG0007971",0.999675999174105,1
"OG0007975",0.999317293801696,1
"OG0007978",0.99995595518612,1
"OG0007981",0.990957833090801,1
"OG0007982",0.999489352646435,1
"OG0007983",0.998021310860187,1
"OG0007984",0.999489352646435,1
"OG0007985",0.999680258895267,1
"OG0007987",0.999656604987508,1
"OG0007991",0.999353606478599,1
"OG0007993",0.353066454081263,1
"OG0007995",0.353066454081263,1
"OG0007998",0.999955562263177,1
"OG0007999",0.999905375773366,1
"OG0008002",0.999744613645991,1
"OG0008004",0.999665977975688,1
"OG0008005",0.353066454081263,1
"OG0008006",0.353066454081263,1
"OG0008007",0.999720137236521,1
"OG0008009",0.998147642271548,1
"OG0008011",0.999489352646435,1
"OG0008016",0.999489352646435,1
"OG0008020",0.999687547439348,1
"OG0008021",0.999489352646435,1
"OG0008022",0.999988565549918,1
"OG0008023",0.998402509893121,1
"OG0008024",0.998402509893121,1
"OG0008025",0.998402509893121,1
"OG0008026",0.353066454081263,1
"OG0008029",0.353066454081263,1
"OG0008040",0.999656604987508,1
"OG0008043",0.225030319021446,1
"OG0008044",0.640797521820992,1
"OG0008048",0.997932886231946,1
"OG0008050",0.999656604987508,1
"OG0008052",0.999656604987508,1
"OG0008059",0.999656604987508,1
"OG0008060",0.999964130806632,1
"OG0008061",0.999964130806632,1
"OG0008068",0.999854985683852,1
"OG0008071",0.999785618496581,1
"OG0008082",0.999747232884003,1
"OG0008083",0.999717033849498,1
"OG0008087",0.995945854127257,1
"OG0008088",0.999680258895267,1
"OG0008089",0.999687547439348,1
"OG0008093",0.999489352646435,1
"OG0008095",0.999720137236521,1
"OG0008099",0.999656604987508,1
"OG0008105",0.999656604987508,1
"OG0008110",0.999513180017099,1
"OG0008111",0.353066454081263,1
"OG0008112",0.999747232884003,1
"OG0008115",0.999317293801696,1
"OG0008116",0.999513180017099,1
"OG0008117",0.999680258895267,1
"OG0008119",0.998147642271548,1
"OG0008121",0.48581527803395,1
"OG0008126",0.353066454081263,1
"OG0008132",0.999656604987508,1
"OG0008134",0.353066454081263,1
"OG0008140",0.999317293801696,1
"OG0008141",0.998021310860187,1
"OG0008142",0.999775359437612,1
"OG0008146",0.998575369952965,1
"OG0008149",0.353066454081263,1
"OG0008151",0.999987220007466,1
"OG0008152",0.353066454081263,1
"OG0008153",0.353066454081263,1
"OG0008154",0.999680258895267,1
"OG0008162",0.999317293801696,1
"OG0008163",0.999784160186981,1
"OG0008164",0.998021310860187,1
"OG0008172",0.999317293801696,1
"OG0008181",0.999317293801696,1
"OG0008182",0.672727727853454,1
"OG0008183",0.999489352646435,1
"OG0008187",0.999317293801696,1
"OG0008191",0.999317293801696,1
"OG0008195",0.999744613645991,1
"OG0008198",0.716126491743377,1
"OG0008204",0.999955562263177,1
"OG0008206",0.478890904254273,1
"OG0008216",0.999854985683852,1
"OG0008221",0.561076595481431,1
"OG0008222",0.990957833090801,1
"OG0008224",0.999472120915992,1
"OG0008225",0.517286545772377,1
"OG0008231",0.478890904254273,1
"OG0008242",0.99995595518612,1
"OG0008244",0.355043342740265,1
"OG0008247",0.640797521820992,1
"OG0008251",0.999687547439348,1
"OG0008252",0.999717033849498,1
"OG0008253",0.999687547439348,1
"OG0008254",0.353066454081263,1
"OG0008259",0.353066454081263,1
"OG0008262",0.353066454081263,1
"OG0008265",0.999918120485988,1
"OG0008266",0.353066454081263,1
"OG0008267",0.999258075228133,1
"OG0008269",0.353066454081263,1
"OG0008271",0.995945854127257,1
"OG0008272",0.998147642271548,1
"OG0008273",0.999317293801696,1
"OG0008274",0.999918120485988,1
"OG0008275",0.994750829766203,1
"OG0008278",0.353066454081263,1
"OG0008279",0.998021310860187,1
"OG0008281",0.353066454081263,1
"OG0008288",0.999656604987508,1
"OG0008289",0.640797521820992,1
"OG0008290",0.353066454081263,1
"OG0008292",0.3477864001359,1
"OG0008293",0.517286545772377,1
"OG0008296",0.353066454081263,1
"OG0008301",0.998021310860187,1
"OG0008308",0.999656604987508,1
"OG0008310",0.999987220007466,1
"OG0008317",0.999317293801696,1
"OG0008318",0.538443967294397,1
"OG0008331",0.999747232884003,1
"OG0008332",0.353066454081263,1
"OG0008336",0.594600691011123,1
"OG0008340",0.999656604987508,1
"OG0008341",0.999513180017099,1
"OG0008345",0.999513180017099,1
"OG0008346",0.999513180017099,1
"OG0008360",0.517286545772377,1
"OG0008361",0.999656604987508,1
"OG0008369",0.353066454081263,1
"OG0008373",0.999585062285565,1
"OG0008379",0.353066454081263,1
"OG0008383",0.193453464230585,1
"OG0008386",0.640797521820992,1
"OG0008391",0.988422421017509,1
"OG0008395",0.998575369952965,1
"OG0008398",0.999489352646435,1
"OG0008405",0.999987220007466,1
"OG0008406",0.353066454081263,1
"OG0008407",0.999747232884003,1
"OG0008409",0.998021310860187,1
"OG0008412",0.478890904254273,1
"OG0008416",0.999317293801696,1
"OG0008417",0.999489352646435,1
"OG0008420",0.640797521820992,1
"OG0008421",0.999585062285565,1
"OG0008422",0.999744613645991,1
"OG0008423",0.990957833090801,1
"OG0008425",0.997932886231946,1
"OG0008426",0.544382939067745,1
"OG0008427",0.353066454081263,1
"OG0008433",0.998147642271548,1
"OG0008436",0.999665977975688,1
"OG0008437",0.999680258895267,1
"OG0008438",0.999680258895267,1
"OG0008444",0.353066454081263,1
"OG0008449",0.999317293801696,1
"OG0008450",0.990957833090801,1
"OG0008451",0.505558577967775,1
"OG0008452",0.999680258895267,1
"OG0008457",0.999874511524139,1
"OG0008463",0.998093091235274,1
"OG0008465",0.997932886231946,1
"OG0008477",0.708132783502081,1
"OG0008488",0.999513180017099,1
"OG0008489",0.353066454081263,1
"OG0008490",0.999680258895267,1
"OG0008499",0.688045734040273,1
"OG0008500",0.999585062285565,1
"OG0008503",0.999489352646435,1
"OG0008517",0.999656604987508,1
"OG0008520",0.353066454081263,1
"OG0008521",0.998147642271548,1
"OG0008528",0.640797521820992,1
"OG0008529",0.999687547439348,1
"OG0008530",0.999317293801696,1
"OG0008531",0.990957833090801,1
"OG0008538",0.990957833090801,1
"OG0008541",0.998093091235274,1
"OG0008543",0.999489352646435,1
"OG0008549",0.999513180017099,1
"OG0008550",0.353066454081263,1
"OG0008554",0.353066454081263,1
"OG0008558",0.999744613645991,1
"OG0008559",0.999656604987508,1
"OG0008560",0.478890904254273,1
"OG0008561",0.999656604987508,1
"OG0008563",0.999747232884003,1
"OG0008564",0.999747232884003,1
"OG0008565",0.999747232884003,1
"OG0008573",0.999656604987508,1
"OG0008575",0.998021310860187,1
"OG0008576",0.999656604987508,1
"OG0008580",0.353066454081263,1
"OG0008584",0.353066454081263,1
"OG0008585",0.998093091235274,1
"OG0008591",0.162977152652533,1
"OG0008593",0.999987220007466,1
"OG0008594",0.517286545772377,1
"OG0008595",0.998021310860187,1
"OG0008596",0.988422421017509,1
"OG0008598",0.999785618496581,1
"OG0008600",0.999489352646435,1
"OG0008601",0.999317293801696,1
"OG0008605",0.999933970984609,1
"OG0008606",0.998147642271548,1
"OG0008608",0.999914308042118,1
"OG0008610",0.353066454081263,1
"OG0008613",0.999317293801696,1
"OG0008614",0.999665977975688,1
"OG0008616",0.353066454081263,1
"OG0008619",0.999656604987508,1
"OG0008620",0.99995595518612,1
"OG0008622",0.999656604987508,1
"OG0008623",0.999489352646435,1
"OG0008625",0.478890904254273,1
"OG0008626",0.999472120915992,1
"OG0008627",0.999472120915992,1
"OG0008628",0.965240289716951,1
"OG0008631",0.353066454081263,1
"OG0008636",0.353066454081263,1
"OG0008639",0.353066454081263,1
"OG0008644",0.999317293801696,1
"OG0008650",0.998147642271548,1
"OG0008652",0.998093091235274,1
"OG0008654",0.999317293801696,1
"OG0008655",0.99931748010142,1
"OG0008657",0.999656604987508,1
"OG0008658",0.999964130806632,1
"OG0008660",0.999068011140744,1
"OG0008661",0.998982784533542,1
"OG0008662",0.998982784533542,1
"OG0008663",0.998982784533542,1
"OG0008664",0.997994495499868,1
"OG0008665",0.0741845235863088,1
"OG0008666",0.340121741350177,1
"OG0008667",0.997932886231946,1
"OG0008668",0.999317293801696,1
"OG0008670",0.99995595518612,1
"OG0008672",0.999919307817939,1
"OG0008674",0.99957799749809,1
"OG0008675",0.999984933937148,1
"OG0008676",0.999317293801696,1
"OG0008677",0.353066454081263,1
"OG0008678",0.343129374990904,1
"OG0008679",0.999964130806632,1
"OG0008680",0.999824357615523,1
"OG0008681",0.353066454081263,1
"OG0008683",0.999068011140744,1
"OG0008684",0.999472120915992,1
"OG0008685",0.353066454081263,1
"OG0008686",0.999943345128028,1
"OG0008688",0.298053977704893,1
"OG0008689",0.353066454081263,1
"OG0008691",0.206062982382581,1
"OG0008692",0.294126508743694,1
"OG0008693",0.640797521820992,1
"OG0008694",0.353066454081263,1
"OG0008696",0.999478609967903,1
"OG0008697",0.995945854127257,1
"OG0008698",0.393093996465015,1
"OG0008699",0.999788707607579,1
"OG0008701",0.999848522978613,1
"OG0008703",0.999068011140744,1
"OG0008704",0.353066454081263,1
"OG0008705",0.999927251264419,1
"OG0008706",0.728722918283396,1
"OG0008707",0.353066454081263,1
"OG0008709",0.998021310860187,1
"OG0008710",0.478890904254273,1
"OG0008715",0.999489352646435,1
"OG0008717",0.967178446789823,1
"OG0008719",0.353066454081263,1
"OG0008720",0.450574862674785,1
"OG0008721",0.330457808652638,1
"OG0008723",0.999472120915992,1
"OG0008724",0.999874511524139,1
"OG0008725",0.999585062285565,1
"OG0008727",0.353066454081263,1
"OG0008728",0.998147642271548,1
"OG0008729",0.353066454081263,1
"OG0008730",0.999068011140744,1
"OG0008731",0.353066454081263,1
"OG0008733",0.999721519138917,1
"OG0008735",0.998021310860187,1
"OG0008736",0.353066454081263,1
"OG0008737",0.977780415905177,1
"OG0008738",0.999402183900079,1
"OG0008739",0.999793674649841,1
"OG0008741",0.0107147797889199,0.352228785353811
"OG0008742",0.353066454081263,1
"OG0008743",0.353066454081263,1
"OG0008744",0.999999224573413,1
"OG0008747",0.353066454081263,1
"OG0008748",0.997844894914113,1
"OG0008749",0.997932886231946,1
"OG0008750",0.999068011140744,1
"OG0008751",0.999680258895267,1
"OG0008752",0.999964130806632,1
"OG0008753",0.686108520960962,1
"OG0008754",0.353066454081263,1
"OG0008756",0.999965251147767,1
"OG0008757",0.999656604987508,1
"OG0008758",0.995945854127257,1
"OG0008759",0.594600691011123,1
"OG0008761",0.166434518241111,1
"OG0008762",0.999317293801696,1
"OG0008763",0.999665977975688,1
"OG0008764",0.991033563585811,1
"OG0008767",0.99989540995115,1
"OG0008768",0.353066454081263,1
"OG0008769",0.353066454081263,1
"OG0008770",0.293181019584906,1
"OG0008773",0.998021310860187,1
"OG0008774",0.99995656635032,1
"OG0008776",0.999720137236521,1
"OG0008777",0.999943425804839,1
"OG0008778",0.999665977975688,1
"OG0008779",0.353066454081263,1
"OG0008780",0.999068011140744,1
"OG0008781",0.990957833090801,1
"OG0008782",0.999768211647628,1
"OG0008784",0.999933970984609,1
"OG0008785",0.639803144310327,1
"OG0008786",0.995945854127257,1
"OG0008787",0.999834417275945,1
"OG0008788",0.353066454081263,1
"OG0008789",0.999923412700705,1
"OG0008790",0.353066454081263,1
"OG0008791",0.353066454081263,1
"OG0008792",0.999068011140744,1
"OG0008794",0.353066454081263,1
"OG0008795",0.353066454081263,1
"OG0008798",0.999720137236521,1
"OG0008799",0.999559865610317,1
"OG0008802",0.999540168239346,1
"OG0008803",0.353066454081263,1
"OG0008804",0.999687547439348,1
"OG0008807",0.999489352646435,1
"OG0008809",0.999589965669748,1
"OG0008810",0.999680258895267,1
"OG0008811",0.999964130806632,1
"OG0008814",0.99986685562299,1
"OG0008815",0.353066454081263,1
"OG0008817",0.353066454081263,1
"OG0008819",0.353066454081263,1
"OG0008821",0.353066454081263,1
"OG0008822",0.999317293801696,1
"OG0008823",0.353066454081263,1
"OG0008824",0.999955441919093,1
"OG0008825",0.777859325414958,1
"OG0008826",0.999589965669748,1
"OG0008827",0.594600691011123,1
"OG0008828",0.999960793036179,1
"OG0008829",0.999979667567189,1
"OG0008830",0.999317293801696,1
"OG0008831",0.999658078575754,1
"OG0008832",0.999942741173728,1
"OG0008834",0.998402509893121,1
"OG0008835",0.998147642271548,1
"OG0008836",0.999959381726539,1
"OG0008837",0.999068011140744,1
"OG0008838",0.999540168239346,1
"OG0008839",0.995821925503582,1
"OG0008841",0.353066454081263,1
"OG0008842",0.308743442560006,1
"OG0008843",0.999687547439348,1
"OG0008844",0.999988565549918,1
"OG0008845",0.999317293801696,1
"OG0008846",0.999942741173728,1
"OG0008849",0.998147642271548,1
"OG0008850",0.997932886231946,1
"OG0008851",0.990957833090801,1
"OG0008852",0.999960793036179,1
"OG0008853",0.994469680332383,1
"OG0008857",0.999671372097648,1
"OG0008858",0.999964130806632,1
"OG0008859",0.353066454081263,1
"OG0008860",0.353066454081263,1
"OG0008861",0.999656604987508,1
"OG0008862",0.999068011140744,1
"OG0008863",0.999068011140744,1
"OG0008865",0.353066454081263,1
"OG0008866",0.348224272126667,1
"OG0008867",0.999267598095003,1
"OG0008868",0.999317293801696,1
"OG0008869",0.998879317010911,1
"OG0008870",0.999472120915992,1
"OG0008871",0.999680258895267,1
"OG0008872",0.999899830172123,1
"OG0008873",0.99975267980193,1
