"","ara","fdr"
"OG0009725",0.445546998718568,1
"OG0009726",0.887332017050764,1
"OG0009727",0.99997419722346,1
"OG0009728",0.999478143455689,1
"OG0009729",0.999683904424555,1
"OG0009730",0.999993392055549,1
"OG0009731",0.999993392055549,1
"OG0009732",0.999993392055549,1
"OG0009733",0.784565707370725,1
"OG0009734",0.989814518494617,1
"OG0009735",0.493463989174446,1
"OG0009736",0.913185301938549,1
"OG0009737",0.69736379996937,1
"OG0009738",0.997033110982264,1
"OG0009739",0.999480450239847,1
"OG0009740",0.196763017609277,1
"OG0009741",0.999079668805165,1
"OG0009742",0.0981154364750265,1
"OG0009743",0.886818748735587,1
"OG0009744",0.0399029063316797,0.974295962931847
"OG0009745",0.292887876692605,1
"OG0009746",0.292887876692605,1
"OG0009747",0.61710505573951,1
"OG0009748",0.999886149050131,1
"OG0009749",0.997712347630063,1
"OG0009750",0.810147069487203,1
"OG0009751",0.999808221044976,1
"OG0009752",0.784903245951201,1
"OG0009753",0.693792172281754,1
"OG0009754",0.999842091318318,1
"OG0009755",0.998504057546263,1
"OG0009756",0.998504057546263,1
"OG0009757",0.999506209670168,1
"OG0009758",0.502299676575175,1
"OG0009759",0.999784160186981,1
"OG0009760",0.999910189279029,1
"OG0009761",0.99966107913987,1
"OG0009762",0.999910189279029,1
"OG0009763",0.997193797157532,1
"OG0009764",0.999741674987434,1
"OG0009765",0.99996216199721,1
"OG0009766",0.847683741521484,1
"OG0009767",0.492495334631166,1
"OG0009768",0.603086543200668,1
"OG0009769",0.540880569647079,1
"OG0009770",0.540742078639161,1
"OG0009771",0.999696812673331,1
"OG0009772",0.999586137078124,1
"OG0009773",0.997540186760833,1
"OG0009774",0.126260962883561,1
"OG0009775",0.443555850373984,1
"OG0009776",0.982413432861271,1
"OG0009777",0.999882574742422,1
"OG0009778",0.998380022680904,1
"OG0009779",0.626013090207161,1
"OG0009780",0.999721449553024,1
"OG0009781",0.999303809178209,1
"OG0009782",0.348232327797792,1
"OG0009783",0.999962679589627,1
"OG0009784",0.746378303733757,1
"OG0009785",0.999806734151738,1
"OG0009786",0.99987227661741,1
"OG0009787",0.71815808198406,1
"OG0009788",0.98923230263671,1
"OG0009789",0.471641470780112,1
"OG0009790",0.934386206775372,1
"OG0009791",0.721709032605857,1
"OG0009792",0.98811406180989,1
"OG0009793",0.999976972340845,1
"OG0009794",0.121613959130645,1
"OG0009795",0.999121138974869,1
"OG0009796",0.991431362027887,1
"OG0009797",0.999600716667069,1
"OG0009798",0.99969197818095,1
"OG0009799",0.999811870783721,1
"OG0009800",0.998312290978548,1
"OG0009801",0.640623238764976,1
"OG0009802",0.708385141829338,1
"OG0009803",0.998553594866236,1
"OG0009804",0.99855454912849,1
"OG0009805",0.406464997115164,1
"OG0009806",0.287952610594585,1
"OG0009807",0.721709032605857,1
"OG0009808",0.999641386878635,1
"OG0009809",0.679446305929147,1
"OG0009810",0.999729534379453,1
"OG0009811",0.99912603042748,1
"OG0009812",0.999387712515092,1
"OG0009813",0.849676557617604,1
"OG0009814",0.998553594866236,1
"OG0009815",0.998553594866236,1
"OG0009816",0.550938317222407,1
"OG0009817",0.993293592630823,1
"OG0009818",0.837949169310985,1
"OG0009819",0.723143251825535,1
"OG0009820",0.999979667567189,1
"OG0009821",0.730069468616955,1
"OG0009822",0.999770319726521,1
"OG0009823",0.996216793327578,1
"OG0009824",0.999590421053385,1
"OG0009825",0.797941758015296,1
"OG0009826",0.998372404246452,1
"OG0009827",0.99998849876563,1
"OG0009828",0.999905983246365,1
"OG0009829",0.831915334932898,1
"OG0009830",0.999559968312209,1
"OG0009831",0.999670692487266,1
"OG0009832",0.258428527591302,1
"OG0009833",0.999112674487088,1
"OG0009834",0.0711533223027551,1
"OG0009835",0.996881980163153,1
"OG0009836",0.999316824118074,1
"OG0009837",0.999804259444644,1
"OG0009838",0.998476931103947,1
"OG0009839",0.873145544428577,1
"OG0009840",0.996395079645251,1
"OG0009841",0.999131497898071,1
"OG0009842",0.99963400152365,1
"OG0009843",0.999958531716738,1
"OG0009844",0.997562740104024,1
"OG0009845",0.997562740104024,1
"OG0009846",0.99992274766881,1
"OG0009847",0.213702279440927,1
"OG0009848",0.999615981724568,1
"OG0009849",0.999917889534591,1
"OG0009850",0.999980910290905,1
"OG0009851",0.414061768731581,1
"OG0009852",0.999181438788258,1
"OG0009853",0.999709299926223,1
"OG0009854",0.999840458867163,1
"OG0009855",0.999840458867163,1
"OG0009856",0.153670334184672,1
"OG0009857",0.38730129953796,1
"OG0009858",0.455325589702766,1
"OG0009859",0.652172944572424,1
"OG0009860",0.97903585830509,1
"OG0009861",0.999415796759919,1
"OG0009862",0.999707382569873,1
"OG0009863",0.999882168375077,1
"OG0009864",0.998106992549695,1
"OG0009865",0.0424597511215171,1
"OG0009866",0.999557111488906,1
"OG0009867",0.981283721456721,1
"OG0009868",0.994865878484033,1
"OG0009869",0.999626108625896,1
"OG0009870",0.999871362961527,1
"OG0009871",0.51435258825617,1
"OG0009872",0.920677863864033,1
"OG0009873",0.750307046473619,1
"OG0009874",0.999992995439434,1
"OG0009875",0.000451261313677051,0.0535221350396395
"OG0009876",0.610159207444054,1
"OG0009877",0.674434046343675,1
"OG0009878",0.999224203818369,1
"OG0009879",0.837048650480331,1
"OG0009880",0.999874341358267,1
"OG0009881",0.533828952583675,1
"OG0009882",0.994599984109696,1
"OG0009883",0.999923640159967,1
"OG0009884",0.992581886729467,1
"OG0009885",0.750383629311096,1
"OG0009886",0.978996643023657,1
"OG0009887",0.999324075153033,1
"OG0009888",0.996035100321197,1
"OG0009889",1,1
"OG0009890",0.594389549738937,1
"OG0009891",0.999355482295005,1
"OG0009892",0.500865058833411,1
"OG0009893",0.28511454639502,1
"OG0009894",0.282965554822821,1
"OG0009895",0.941911914741688,1
"OG0009896",0.0509556209364835,1
"OG0009897",0.668526894375277,1
"OG0009898",0.996828015935233,1
"OG0009899",0.999775359437612,1
"OG0009900",0.999767246305972,1
"OG0009901",0.627289702162777,1
"OG0009902",0.549877597453833,1
"OG0009903",0.998998846369274,1
"OG0009904",0.545308724422326,1
"OG0009905",0.988089924916983,1
"OG0009906",0.542362498318039,1
"OG0009907",0.220986445550324,1
"OG0009908",0.999974993376228,1
"OG0009909",0.999668225043361,1
"OG0009910",0.999855394520895,1
"OG0009911",0.999347565504708,1
"OG0009912",0.00572519558758321,0.211100738243113
"OG0009913",0.600061913248611,1
"OG0009914",0.999965837652545,1
"OG0009915",0.998934859022043,1
"OG0009916",0.308908840599674,1
"OG0009917",0.308908840599674,1
"OG0009918",0.308908840599674,1
"OG0009919",0.319067242683819,1
"OG0009920",0.361273625044038,1
"OG0009921",0.729217181345881,1
"OG0009922",0.764531335725777,1
"OG0009923",0.975798013852723,1
"OG0009924",0.999999475512494,1
"OG0009925",0.99996470305547,1
"OG0009926",0.999380265721912,1
"OG0009927",0.999380265721912,1
"OG0009928",0.451544117984058,1
"OG0009929",0.0721819049388333,1
"OG0009930",0.999146758707169,1
"OG0009931",0.618019486993298,1
"OG0009932",0.99981569905592,1
"OG0009933",0.639335241436646,1
"OG0009934",0.999963645527479,1
"OG0009935",0.531736962635704,1
"OG0009936",0.999968497949703,1
"OG0009937",0.997607679109667,1
"OG0009938",0.487816955163213,1
"OG0009939",0.539385662837772,1
"OG0009940",0.999079668805165,1
"OG0009941",0.999702948434396,1
"OG0009942",0.999880253449011,1
"OG0009943",0.99588879121648,1
"OG0009944",0.9994864910367,1
"OG0009945",0.336859883290563,1
"OG0009946",0.999968497949703,1
"OG0009947",0.995600987850908,1
"OG0009948",0.999999636374637,1
"OG0009949",0.602713363704563,1
"OG0009950",0.649418556570237,1
"OG0009951",0.999840338779404,1
"OG0009952",0.999810145903739,1
"OG0009953",0.999700252136732,1
"OG0009954",0.998630791298808,1
"OG0009955",0.999774361687302,1
"OG0009956",0.999672489172346,1
"OG0009957",0.999867096425496,1
"OG0009958",0.99986014209039,1
"OG0009959",0.994589647768399,1
"OG0009960",0.499585942819615,1
"OG0009961",0.32102831042975,1
"OG0009962",0.615601923466137,1
"OG0009963",0.847755350005395,1
"OG0009964",0.999380265721912,1
"OG0009965",0.755405813004267,1
"OG0009966",0.999118651079569,1
"OG0009967",0.701537338472416,1
"OG0009968",0.624984306644609,1
"OG0009969",0.86069441023845,1
"OG0009970",0.949536958509093,1
"OG0009971",0.0143393903327508,0.4333325177238
"OG0009972",0.717839586386889,1
"OG0009973",0.999856217579965,1
"OG0009974",0.980110648404721,1
"OG0009975",0.286276674185448,1
"OG0009976",0.99995972450592,1
"OG0009977",0.999542409577692,1
"OG0009978",0.998632112585273,1
"OG0009979",0.999206788671629,1
"OG0009980",0.999476312689481,1
"OG0009981",0.946511633199867,1
"OG0009982",0.999246695508734,1
"OG0009983",0.999412775690269,1
"OG0009984",0.999753646768191,1
"OG0009985",0.999639835735733,1
"OG0009986",0.999357076448314,1
"OG0009987",0.99963559390872,1
"OG0009988",0.43679750682477,1
"OG0009989",0.526409517553053,1
"OG0009990",0.999969813076197,1
"OG0009991",0.360737775352839,1
"OG0009992",0.999732571863376,1
"OG0009993",0.880571554145626,1
"OG0009994",0.999586051323561,1
"OG0009995",0.755270124009851,1
"OG0009996",0.981155338981551,1
"OG0009997",0.999428377493603,1
"OG0009998",0.999578070707067,1
"OG0009999",0.399525343929634,1
"OG0010000",0.304874560090943,1
"OG0010001",0.0269500479046684,0.712221069919845
"OG0010002",0.39412361129459,1
"OG0010003",0.0888525269300026,1
"OG0010004",0.505821671606758,1
"OG0010005",0.999866296855062,1
"OG0010006",0.740071146491314,1
"OG0010007",0.285844234009313,1
"OG0010008",0.648260922052668,1
"OG0010009",0.999477537817401,1
"OG0010010",0.999318917995011,1
"OG0010011",0.999488938039496,1
"OG0010012",0.999881976909726,1
"OG0010013",0.999380265721912,1
"OG0010014",0.405066069931711,1
"OG0010015",0.998424393474072,1
"OG0010016",0.204414664207516,1
"OG0010017",0.883611553793562,1
"OG0010018",0.999973488767985,1
"OG0010019",0.999389949027446,1
"OG0010020",0.999940967509439,1
"OG0010021",0.125241467099358,1
"OG0010022",0.999505166330564,1
"OG0010023",0.99935069444478,1
"OG0010024",0.266290376789127,1
"OG0010025",0.374776452102267,1
"OG0010026",0.0612514784660826,1
"OG0010027",0.621256285531568,1
"OG0010028",0.677365613973154,1
"OG0010029",0.999406353764542,1
"OG0010030",0.999406353764542,1
"OG0010031",0.999631434642194,1
"OG0010032",0.999831736479318,1
"OG0010033",0.999016720450044,1
"OG0010034",0.999607393603311,1
"OG0010035",0.930175227447864,1
"OG0010036",0.999508720565895,1
"OG0010037",0.979685661465547,1
"OG0010038",0.99861552885496,1
"OG0010039",0.999944143835521,1
"OG0010040",0.629574261498626,1
"OG0010041",0.596994103936425,1
"OG0010042",0.999962623206561,1
"OG0010043",0.000234919000912773,0.0490046710732115
"OG0010044",0.0012979689533994,0.0599732981160462
"OG0010045",0.0655309498038792,1
"OG0010046",0.995184261321566,1
"OG0010047",0.999960438566144,1
"OG0010048",0.999964917397391,1
"OG0010049",0.999931931993852,1
"OG0010050",0.454349353947065,1
"OG0010051",0.821648804736108,1
"OG0010052",0.990729560132639,1
"OG0010053",0.999975388116632,1
"OG0010054",0.999316273319197,1
"OG0010055",0.376206544139159,1
"OG0010056",0.999550815628049,1
"OG0010057",0.997968423637091,1
"OG0010058",0.976807354247426,1
"OG0010059",0.999968443615095,1
"OG0010060",0.708845444402725,1
"OG0010061",0.355879716617201,1
"OG0010062",0.999638372503599,1
"OG0010063",0.999251225941622,1
"OG0010064",0.99873051447232,1
"OG0010065",0.999374576027626,1
"OG0010066",0.999718979978853,1
"OG0010067",0.689664936477943,1
"OG0010068",0.99155110269784,1
"OG0010069",0.528402739883621,1
"OG0010070",0.999845196540258,1
"OG0010071",0.557184153783197,1
"OG0010072",0.832389438638353,1
"OG0010073",0.989731232619455,1
"OG0010074",0.999122542563436,1
"OG0010075",0.999122542563436,1
"OG0010076",0.999768457780355,1
"OG0010077",0.78558924511381,1
"OG0010078",0.998060899087986,1
"OG0010079",0.818590390626087,1
"OG0010080",0.837315198294027,1
"OG0010081",0.515860735050838,1
"OG0010082",0.996892989114112,1
"OG0010083",0.999463235725246,1
"OG0010084",0.3775619186779,1
"OG0010085",0.999231987072569,1
"OG0010086",0.999542538569274,1
"OG0010087",0.999554520923823,1
"OG0010088",0.853637787058184,1
"OG0010089",0.999147399182628,1
"OG0010090",0.999366316688822,1
"OG0010091",0.999644239280051,1
"OG0010092",0.999746089459594,1
"OG0010093",0.998041363139659,1
"OG0010094",0.00121636061835101,0.0599732981160462
"OG0010095",0.99886343763749,1
"OG0010096",0.872932825880471,1
"OG0010097",0.959249464431222,1
"OG0010098",0.422663207080732,1
"OG0010099",0.999406353764542,1
"OG0010100",0.999578053529162,1
"OG0010101",0.980502789277631,1
"OG0010102",0.459974458918398,1
"OG0010103",0.997765073320702,1
"OG0010104",0.998858525460474,1
"OG0010105",0.997664951232569,1
"OG0010106",0.999100085246788,1
"OG0010107",0.996835106198581,1
"OG0010108",0.994088122516131,1
"OG0010109",0.999877869195265,1
"OG0010110",0.999501556845375,1
"OG0010111",0.84364806264767,1
"OG0010112",0.598482431618521,1
"OG0010113",0.518509670109792,1
"OG0010114",0.99315368805636,1
"OG0010115",0.999287736562714,1
"OG0010116",0.738263893652137,1
"OG0010117",0.674188335447104,1
"OG0010118",0.999138234831126,1
"OG0010119",0.997280918699651,1
"OG0010120",0.542188270283759,1
"OG0010121",0.98625053668086,1
"OG0010122",0.00311259605862952,0.125603502030565
"OG0010123",0.999829875531202,1
"OG0010124",0.99940115575929,1
"OG0010125",0.999978509246572,1
"OG0010126",0.998028007424065,1
"OG0010127",0.715022252955464,1
"OG0010128",0.999482820712525,1
"OG0010129",0.999914127176769,1
"OG0010130",0.999251180105671,1
"OG0010131",0.990298623338475,1
"OG0010132",0.997552910027759,1
"OG0010133",0.713680557693359,1
"OG0010134",0.998437206746556,1
"OG0010135",0.420833128050041,1
"OG0010136",0.999423296207365,1
"OG0010137",0.999393071085992,1
"OG0010138",0.999244307469925,1
"OG0010139",0.998965616085782,1
"OG0010140",0.999797717457984,1
"OG0010141",0.998505102261387,1
"OG0010142",0.999911542102855,1
"OG0010143",0.466656504131905,1
"OG0010144",0.999946420156164,1
"OG0010145",0.999423763272027,1
"OG0010146",0.398730070946235,1
"OG0010147",0.999231462039832,1
"OG0010148",0.977714678105679,1
"OG0010149",0.772764927091676,1
"OG0010150",0.999979268217667,1
"OG0010151",0.996442853442385,1
"OG0010152",0.833672114518461,1
"OG0010153",0.988104520901204,1
"OG0010154",0.801960337760695,1
"OG0010155",0.384307288065298,1
"OG0010156",0.352425946190591,1
"OG0010157",0.999840898676882,1
"OG0010158",0.996483219799819,1
"OG0010159",0.999722886687397,1
"OG0010160",0.999928809703137,1
"OG0010161",0.999708302321474,1
"OG0010162",0.33104359621892,1
"OG0010163",0.148464497029627,1
"OG0010164",0.999616099418546,1
"OG0010165",0.999703036686054,1
"OG0010166",0.859169142424208,1
"OG0010167",0.993179660441653,1
"OG0010168",0.999688608092838,1
"OG0010169",0.999626530322504,1
"OG0010170",0.99974852837264,1
"OG0010171",0.783642010151721,1
"OG0010172",0.629187963094001,1
"OG0010173",0.999908268929556,1
"OG0010174",0.999683313265126,1
"OG0010175",0.950875823172023,1
"OG0010176",0.999475098568502,1
"OG0010177",0.999071618604861,1
"OG0010178",0.999507177010762,1
"OG0010179",0.998951196117499,1
"OG0010180",0.976672434567394,1
"OG0010181",0.999081574756921,1
"OG0010182",0.999938648374931,1
"OG0010183",0.473086002252668,1
"OG0010184",0.999474493381869,1
"OG0010185",0.861115708518371,1
"OG0010186",0.106508225038175,1
"OG0010187",0.999572054623309,1
"OG0010188",0.616977780663803,1
"OG0010189",0.621275414945748,1
"OG0010190",0.999910579317762,1
"OG0010191",0.998941589867012,1
"OG0010192",0.95794087848291,1
"OG0010193",0.999825514826148,1
"OG0010194",0.999971980541883,1
"OG0010195",0.999861936900604,1
"OG0010196",0.999946029849917,1
"OG0010197",0.79647094895206,1
"OG0010198",0.999513149297832,1
"OG0010199",0.999311269006065,1
"OG0010200",0.308609691343429,1
"OG0010201",0.997609303749161,1
"OG0010202",0.999805473098966,1
"OG0010203",0.317303812691716,1
"OG0010204",0.628667843880728,1
"OG0010205",0.999965454197783,1
"OG0010206",0.971412601027043,1
"OG0010207",0.999580590444395,1
"OG0010208",0.643373169005244,1
"OG0010209",0.999816773332497,1
"OG0010210",0.939516214208603,1
"OG0010211",0.559580329553282,1
"OG0010212",0.990834279891284,1
"OG0010213",0.980478019075046,1
"OG0010214",0.998102382241744,1
"OG0010215",0.999556381402928,1
"OG0010216",0.999668654538163,1
"OG0010217",0.988130626628728,1
"OG0010218",0.921736018033552,1
"OG0010219",0.999706092789228,1
"OG0010220",0.999992762735077,1
"OG0010221",0.445050146333876,1
"OG0010222",0.997754958851842,1
"OG0010223",0.842434670881457,1
"OG0010224",0.999820928693564,1
"OG0010225",0.355653330120978,1
"OG0010226",0.997429888300661,1
"OG0010227",0.999308990918065,1
"OG0010228",0.984226475760776,1
"OG0010229",0.999700930450799,1
"OG0010230",0.729535580780504,1
"OG0010231",0.999015221554904,1
"OG0010232",0.88794434044172,1
"OG0010233",0.987542480134545,1
"OG0010234",0.77475897397631,1
"OG0010235",0.266833811111871,1
"OG0010236",0.957198325838376,1
"OG0010237",0.999767116987502,1
"OG0010238",0.999612387646468,1
"OG0010239",0.822470544024893,1
"OG0010240",0.999074704699497,1
"OG0010241",0.99903133566247,1
"OG0010242",0.218491411800476,1
"OG0010243",0.256726381831981,1
"OG0010244",0.995668779978814,1
"OG0010245",0.978526300694559,1
"OG0010246",0.997872899944644,1
"OG0010247",0.895389071891645,1
"OG0010248",0.360649918323363,1
"OG0010249",0.999433777890387,1
"OG0010250",0.998328251235472,1
"OG0010251",0.999289779995085,1
"OG0010252",0.679303065445783,1
"OG0010253",0.999959754452863,1
"OG0010254",0.417213749174304,1
"OG0010255",0.746903841475724,1
"OG0010256",0.999819086945707,1
"OG0010257",0.998628552524652,1
"OG0010258",0.999362393426995,1
"OG0010259",0.905394780213229,1
"OG0010260",0.998364063985471,1
"OG0010261",0.999367574986653,1
"OG0010262",0.999340535240726,1
"OG0010263",0.830352634714684,1
"OG0010264",0.999900326091411,1
"OG0010265",0.943279015855846,1
"OG0010266",0.992058971624959,1
"OG0010267",0.0932101118948806,1
"OG0010268",0.552655041472208,1
"OG0010269",0.986991282532896,1
"OG0010270",0.999729279011171,1
"OG0010271",0.162406232272824,1
"OG0010272",0.99943223027258,1
"OG0010273",0.999066422345996,1
"OG0010274",0.301458904853421,1
"OG0010275",0.676930624820943,1
"OG0010276",0.642438414063697,1
"OG0010277",0.998538187143655,1
"OG0010278",0.423849696968002,1
"OG0010279",0.997917766121735,1
"OG0010280",0.643051517492699,1
"OG0010281",0.553394015555061,1
"OG0010282",0.999896825004513,1
"OG0010283",0.997024274196988,1
"OG0010284",0.997024274196988,1
"OG0010285",0.997024274196988,1
"OG0010286",0.999253745456193,1
"OG0010287",0.99962921582714,1
"OG0010288",0.482077890547157,1
"OG0010289",0.994469013329485,1
"OG0010290",0.999686596885607,1
"OG0010291",0.179004983324354,1
"OG0010292",0.936480978290805,1
"OG0010293",0.993158092665397,1
"OG0010294",0.999693425713246,1
"OG0010295",0.99968840699554,1
"OG0010296",0.907993509914826,1
"OG0010297",0.934417899526986,1
"OG0010298",0.0389024118898042,0.956800561041571
"OG0010299",0.999394913254398,1
"OG0010300",0.680423658381089,1
"OG0010301",0.999629656545441,1
"OG0010302",0.999254987595129,1
"OG0010303",0.99785546264697,1
"OG0010304",0.99785546264697,1
"OG0010305",0.996944327245746,1
"OG0010306",0.999788200062561,1
"OG0010307",0.999428452019908,1
"OG0010308",0.122899784275965,1
"OG0010309",0.837694762617613,1
"OG0010310",0.374505762501239,1
"OG0010311",0.485703798427131,1
"OG0010312",0.999317543264299,1
"OG0010313",0.999819430899384,1
"OG0010314",0.999065734547659,1
"OG0010315",0.999601065363091,1
"OG0010316",0.9991997271621,1
"OG0010317",0.994250430853899,1
"OG0010318",0.999108821411334,1
"OG0010319",0.998908239955788,1
"OG0010320",0.825706311886099,1
"OG0010321",0.573661160832201,1
"OG0010322",0.999907680188754,1
"OG0010323",0.999946397948097,1
"OG0010324",0.999855920405809,1
"OG0010325",0.985426902499554,1
"OG0010326",0.999661572176812,1
"OG0010327",0.686855295027176,1
"OG0010328",0.999364077442191,1
"OG0010329",0.999336511364924,1
"OG0010330",0.999474129564429,1
"OG0010331",0.792774427063835,1
"OG0010332",0.00286947131765564,0.11719616490716
"OG0010333",0.00573251745043621,0.211100738243113
"OG0010334",0.999445542269005,1
"OG0010335",0.773359431939582,1
"OG0010336",0.998672639490919,1
"OG0010337",0.998358463864294,1
"OG0010338",0.930163472124535,1
"OG0010339",0.998834887162874,1
"OG0010340",0.880348373529288,1
"OG0010341",0.997548767596476,1
"OG0010342",0.411050734304184,1
"OG0010343",0.997908070771707,1
"OG0010344",0.998944283821605,1
"OG0010345",0.99550068933701,1
"OG0010346",0.999366463041209,1
"OG0010347",0.655977113197615,1
"OG0010348",0.999588268633269,1
"OG0010349",0.768026102448898,1
"OG0010350",0.999894308118646,1
"OG0010351",0.986080748982609,1
"OG0010352",0.994597848892054,1
"OG0010353",0.264367252043731,1
"OG0010354",0.984261479437933,1
"OG0010355",0.20764548228214,1
"OG0010356",0.998746786732867,1
"OG0010357",0.999891914325236,1
"OG0010358",0.996119575788803,1
"OG0010359",0.926492132493563,1
"OG0010360",0.632562024460276,1
"OG0010361",0.999718315813601,1
"OG0010362",0.999346496914064,1
"OG0010363",0.999964100926371,1
"OG0010364",0.999964100926371,1
"OG0010365",0.990127083005406,1
"OG0010366",0.999496586821441,1
"OG0010367",0.998918469787069,1
"OG0010368",0.99981002905214,1
"OG0010369",0.999575097163803,1
"OG0010370",0.999819782086875,1
"OG0010371",0.326372416920632,1
"OG0010372",0.999804727953343,1
"OG0010373",0.998484639480341,1
"OG0010374",0.93434227192787,1
"OG0010375",0.276026878627538,1
"OG0010376",0.995784367606919,1
"OG0010377",0.00711436554814803,0.253670420259098
"OG0010378",0.844154933215201,1
"OG0010379",0.979393600038988,1
"OG0010380",0.999104277629484,1
"OG0010381",0.265972637824038,1
"OG0010382",0.999352427473266,1
"OG0010383",0.59087614954957,1
"OG0010384",0.980781950363996,1
"OG0010385",0.72083494301825,1
"OG0010386",0.996012530668788,1
"OG0010387",0.170719392453712,1
"OG0010388",0.780193351876239,1
"OG0010389",0.54813940640003,1
"OG0010390",0.999888754054546,1
"OG0010391",0.826294893426579,1
"OG0010392",0.999917476871352,1
"OG0010393",0.160919632783739,1
"OG0010394",0.81729231508576,1
"OG0010395",0.295321189050527,1
"OG0010396",0.999118348101767,1
"OG0010397",0.999118348101767,1
"OG0010398",0.918729926993854,1
"OG0010399",0.997643362140781,1
"OG0010400",0.738108957935747,1
"OG0010401",0.0366788036967464,0.908215836178683
"OG0010402",0.66062728163439,1
"OG0010403",0.965448176437356,1
"OG0010404",0.18843976597574,1
"OG0010405",0.998957727438224,1
"OG0010406",0.983269295146696,1
"OG0010407",0.28380820545018,1
"OG0010408",0.999964100926371,1
"OG0010409",0.999740718407724,1
"OG0010410",0.9997448709782,1
"OG0010411",0.862618557500651,1
"OG0010412",0.534965837530203,1
"OG0010413",0.999220173077003,1
"OG0010414",0.997016240660506,1
"OG0010415",0.962973637083892,1
"OG0010416",0.180436223336794,1
"OG0010417",0.1316801367256,1
"OG0010418",0.866565967385834,1
"OG0010419",0.999997447087928,1
"OG0010420",0.994557814132112,1
"OG0010421",0.240454500343544,1
"OG0010422",0.943702783989457,1
"OG0010423",0.748192059539293,1
"OG0010424",1,1
"OG0010425",0.535286823962962,1
"OG0010426",0.315231750968595,1
"OG0010427",0.271372023738774,1
"OG0010428",0.341616887815312,1
"OG0010429",0.790025117822265,1
"OG0010430",0.99895004213345,1
"OG0010431",0.996272679410718,1
"OG0010432",0.924923392103921,1
"OG0010433",0.390136432013729,1
"OG0010434",0.565095182831765,1
"OG0010435",0.295692262045814,1
"OG0010436",0.998940448333075,1
"OG0010437",0.998248463618923,1
"OG0010438",0.999247051824543,1
"OG0010439",0.267947135506452,1
"OG0010440",0.998802586375719,1
"OG0010441",0.999493011621216,1
"OG0010442",0.998591402540331,1
"OG0010443",0.441838820457656,1
"OG0010444",0.999172559226804,1
"OG0010445",0.999137912056076,1
"OG0010446",0.99943693966927,1
"OG0010447",0.938397395127427,1
"OG0010448",0.999927255784134,1
"OG0010449",0.999642847179145,1
"OG0010450",0.999443708637059,1
"OG0010451",0.770848308566578,1
"OG0010452",0.757188784711953,1
"OG0010453",0.992384762417828,1
"OG0010454",0.519281358375721,1
"OG0010455",0.999842163674717,1
"OG0010456",0.999566895579894,1
"OG0010457",1,1
"OG0010458",0.998799039318583,1
"OG0010459",0.999960975110915,1
"OG0010460",0.99981002905214,1
"OG0010461",0.66186294945519,1
"OG0010462",0.999262251307755,1
"OG0010463",0.214532142155117,1
"OG0010464",0.997167022226356,1
"OG0010465",0.871995427877828,1
"OG0010466",0.0449497440701567,1
"OG0010467",0.691817967794626,1
"OG0010468",0.998222903283775,1
"OG0010469",0.0559578995816546,1
"OG0010470",0.999764720637551,1
"OG0010471",0.241997855981681,1
"OG0010472",0.441560562054937,1
"OG0010473",0.328291875294205,1
"OG0010474",0.999423424842496,1
"OG0010475",0.857501691958727,1
"OG0010476",0.686884447098085,1
"OG0010477",0.981746486070985,1
"OG0010478",0.999600446974509,1
"OG0010479",0.433533931349264,1
"OG0010480",0.433533931349264,1
"OG0010481",0.386279983745278,1
"OG0010482",0.366720431021927,1
"OG0010483",0.994697393445298,1
"OG0010484",0.991369636034612,1
"OG0010485",0.0140553572472878,0.4333325177238
"OG0010486",0.555260214573538,1
"OG0010487",0.99979777614636,1
"OG0010488",0.999154340711228,1
"OG0010489",0.400677172788025,1
"OG0010490",0.369851833040622,1
"OG0010491",0.81573812631092,1
"OG0010492",0.995487713428826,1
"OG0010493",0.373140053163297,1
"OG0010494",1,1
"OG0010495",0.999120221665155,1
"OG0010496",0.998761381375176,1
"OG0010497",0.992573353811212,1
"OG0010498",0.998244614630346,1
"OG0010499",0.86001503894227,1
"OG0010500",0.999355947858519,1
"OG0010501",0.457757650732137,1
"OG0010502",0.723321245485755,1
"OG0010503",0.72811686236197,1
"OG0010504",0.999948603997591,1
"OG0010505",0.450554881974003,1
"OG0010506",0.997666577839386,1
"OG0010507",0.979521382618255,1
"OG0010508",0.704345384324314,1
"OG0010509",0.378522579477063,1
"OG0010510",0.705024822542076,1
"OG0010511",0.883714415975767,1
"OG0010512",0.919471028984951,1
"OG0010513",0.167228819529616,1
"OG0010514",0.989016304333678,1
"OG0010515",0.999951460828735,1
"OG0010516",0.999649195812196,1
"OG0010517",0.895280556048697,1
"OG0010518",0.848345034503674,1
"OG0010519",0.999820320232116,1
"OG0010520",0.910570010228433,1
"OG0010521",0.777287322195336,1
"OG0010522",0.99958262994705,1
"OG0010523",0.325811609698544,1
"OG0010524",0.669247221247049,1
"OG0010525",0.594662936828315,1
"OG0010526",0.99967959120312,1
"OG0010527",0.998963359623552,1
"OG0010528",0.992471065712893,1
"OG0010529",0.998821929004705,1
"OG0010530",0.590250042076856,1
"OG0010531",0.999733266878005,1
"OG0010532",0.998817593134852,1
"OG0010533",0.999927959842199,1
"OG0010534",0.996588694669361,1
"OG0010535",0.998437733671094,1
"OG0010536",0.948357404991101,1
"OG0010537",0.999436706276837,1
"OG0010538",0.999040984194849,1
"OG0010539",0.999139039170539,1
"OG0010540",0.155430826687883,1
"OG0010541",0.999263937820099,1
